hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,result,grade,performance_category
4,85,No,4,2,67.0,Pass,D,Good
9,73,Yes,4,6,70.0,Pass,C,Good
5,74,Yes,5,9,61.0,Pass,D,Good
5,88,Yes,8,5,76.0,Pass,C,Good
6,55,Yes,4,7,44.0,Fail,F,Average
1,79,Yes,6,5,50.0,Pass,E,Average
1,89,No,7,9,68.0,Pass,D,Good
9,86,Yes,8,3,87.0,Pass,B,Excellent
3,78,Yes,8,9,60.0,Pass,D,Average
1,80,Yes,4,6,55.0,Pass,E,Average
9,77,Yes,9,7,73.0,Pass,C,Good
8,89,No,8,1,87.0,Pass,B,Excellent
2,89,Yes,5,5,66.0,Pass,D,Good
8,64,No,6,2,56.0,Pass,E,Average
7,65,No,9,7,59.0,Pass,E,Average
6,95,Yes,7,3,83.0,Pass,B,Excellent
1,53,No,6,3,26.0,Fail,F,Poor
7,53,Yes,5,1,41.0,Fail,F,Average
7,53,Yes,5,5,45.0,Fail,F,Average
9,64,Yes,9,5,63.0,Pass,D,Good
1,75,No,6,0,50.0,Pass,E,Average
2,43,No,4,7,15.0,Fail,F,Poor
9,86,No,5,2,79.0,Pass,C,Good
9,54,No,8,0,49.0,Fail,F,Average
6,71,No,7,9,63.0,Pass,D,Good
6,57,No,7,0,42.0,Fail,F,Average
4,53,No,5,0,32.0,Fail,F,Poor
4,97,No,8,4,84.0,Pass,B,Excellent
5,40,No,6,4,26.0,Fail,F,Poor
3,81,No,7,0,62.0,Pass,D,Good
1,59,No,8,4,33.0,Fail,F,Poor
1,49,Yes,8,6,28.0,Fail,F,Poor
7,49,No,4,4,36.0,Fail,F,Poor
1,98,Yes,5,8,73.0,Pass,C,Good
1,63,Yes,8,3,37.0,Fail,F,Poor
3,73,Yes,6,8,53.0,Pass,E,Average
4,67,Yes,7,7,48.0,Fail,F,Average
4,66,No,4,0,48.0,Fail,F,Average
2,79,Yes,6,3,54.0,Pass,E,Average
1,40,Yes,7,6,12.0,Fail,F,Poor
3,72,Yes,5,0,46.0,Fail,F,Average
4,43,No,6,7,24.0,Fail,F,Poor
3,46,Yes,7,1,26.0,Fail,F,Poor
8,48,Yes,4,7,42.0,Fail,F,Average
1,55,No,7,3,28.0,Fail,F,Poor
2,44,No,8,7,20.0,Fail,F,Poor
7,73,No,4,0,61.0,Pass,D,Good
4,99,No,6,4,80.0,Pass,B,Good
8,62,No,9,8,62.0,Pass,D,Good
3,82,No,5,6,59.0,Pass,E,Average
6,89,No,4,2,74.0,Pass,C,Good
9,64,No,4,3,59.0,Pass,E,Average
1,96,No,4,9,68.0,Pass,D,Good
1,90,Yes,7,6,66.0,Pass,D,Good
8,52,No,8,5,43.0,Fail,F,Average
3,63,Yes,9,3,44.0,Fail,F,Average
5,50,Yes,5,2,34.0,Fail,F,Poor
1,91,No,5,1,62.0,Pass,D,Good
5,90,No,8,9,77.0,Pass,C,Good
6,56,No,7,8,44.0,Fail,F,Average
8,76,No,7,2,69.0,Pass,D,Good
3,52,Yes,8,6,35.0,Fail,F,Poor
3,66,Yes,8,0,50.0,Pass,E,Average
9,59,No,6,7,50.0,Pass,E,Average
4,72,Yes,7,0,54.0,Pass,E,Average
4,81,No,4,1,59.0,Pass,E,Average
7,71,Yes,5,0,60.0,Pass,D,Average
2,47,Yes,7,3,25.0,Fail,F,Poor
8,95,No,8,1,94.0,Pass,A,Excellent
6,68,No,4,0,53.0,Pass,E,Average
3,79,Yes,6,0,59.0,Pass,E,Average
9,58,No,9,1,53.0,Pass,E,Average
5,45,Yes,6,5,29.0,Fail,F,Poor
8,83,No,4,1,73.0,Pass,C,Good
7,99,No,4,1,87.0,Pass,B,Excellent
8,78,No,8,7,72.0,Pass,C,Good
7,87,No,9,4,82.0,Pass,B,Excellent
2,60,No,5,7,38.0,Fail,F,Poor
7,96,No,9,1,89.0,Pass,B,Excellent
3,61,Yes,9,6,45.0,Fail,F,Average
3,81,No,5,8,57.0,Pass,E,Average
2,49,Yes,6,7,27.0,Fail,F,Poor
4,49,No,4,8,31.0,Fail,F,Poor
8,91,Yes,6,7,86.0,Pass,B,Excellent
1,68,No,8,3,45.0,Fail,F,Average
1,55,No,7,9,30.0,Fail,F,Poor
5,40,Yes,8,6,28.0,Fail,F,Poor
5,56,No,7,8,43.0,Fail,F,Average
1,69,No,4,8,43.0,Fail,F,Average
6,65,No,4,3,52.0,Pass,E,Average
1,92,No,9,6,68.0,Pass,D,Good
5,85,No,4,5,73.0,Pass,C,Good
9,58,Yes,5,2,56.0,Pass,E,Average
5,92,No,5,9,78.0,Pass,C,Good
6,60,Yes,7,5,49.0,Fail,F,Average
8,56,Yes,6,7,52.0,Pass,E,Average
1,85,Yes,9,1,62.0,Pass,D,Good
2,79,Yes,6,2,59.0,Pass,E,Average
9,60,Yes,7,7,60.0,Pass,D,Average
3,92,Yes,5,3,71.0,Pass,C,Good
6,80,Yes,8,3,68.0,Pass,D,Good
5,79,Yes,9,1,68.0,Pass,D,Good
2,84,No,7,9,63.0,Pass,D,Good
7,88,Yes,6,0,77.0,Pass,C,Good
4,58,No,7,6,43.0,Fail,F,Average
1,99,Yes,7,3,77.0,Pass,C,Good
4,46,Yes,4,5,28.0,Fail,F,Poor
6,56,No,5,7,47.0,Fail,F,Average
7,40,Yes,9,6,34.0,Fail,F,Poor
7,76,No,4,6,64.0,Pass,D,Good
7,96,Yes,5,5,88.0,Pass,B,Excellent
3,45,No,7,3,21.0,Fail,F,Poor
6,65,No,5,3,53.0,Pass,E,Average
8,41,Yes,6,8,34.0,Fail,F,Poor
4,98,Yes,9,4,83.0,Pass,B,Excellent
8,71,Yes,4,8,67.0,Pass,D,Good
2,96,Yes,9,8,75.0,Pass,C,Good
9,87,No,7,3,88.0,Pass,B,Excellent
9,93,No,6,1,87.0,Pass,B,Excellent
8,44,No,5,1,32.0,Fail,F,Poor
1,76,No,5,8,50.0,Pass,E,Average
2,70,No,6,8,50.0,Pass,E,Average
6,51,No,5,2,38.0,Fail,F,Poor
5,74,No,4,4,57.0,Pass,E,Average
9,69,Yes,8,4,64.0,Pass,D,Good
5,87,Yes,5,1,71.0,Pass,C,Good
2,45,Yes,7,1,19.0,Fail,F,Poor
4,54,Yes,5,9,38.0,Fail,F,Poor
9,54,Yes,9,0,52.0,Pass,E,Average
1,55,Yes,7,1,27.0,Fail,F,Poor
1,59,Yes,5,6,32.0,Fail,F,Poor
7,52,Yes,5,0,45.0,Fail,F,Average
3,83,No,7,0,61.0,Pass,D,Good
2,81,Yes,4,8,57.0,Pass,E,Average
9,85,Yes,8,1,83.0,Pass,B,Excellent
3,70,Yes,8,3,48.0,Fail,F,Average
2,73,No,4,2,50.0,Pass,E,Average
8,68,Yes,5,3,61.0,Pass,D,Good
6,42,No,8,6,29.0,Fail,F,Poor
6,48,No,4,9,37.0,Fail,F,Poor
7,50,Yes,4,1,39.0,Fail,F,Poor
7,50,No,8,1,39.0,Fail,F,Poor
6,64,Yes,7,8,54.0,Pass,E,Average
4,61,Yes,6,5,46.0,Fail,F,Average
9,81,Yes,7,6,78.0,Pass,C,Good
6,97,No,5,4,83.0,Pass,B,Excellent
4,85,Yes,7,4,64.0,Pass,D,Good
3,48,Yes,9,3,26.0,Fail,F,Poor
4,59,Yes,6,7,41.0,Fail,F,Average
3,98,No,6,6,76.0,Pass,C,Good
2,60,No,4,9,35.0,Fail,F,Poor
5,49,No,9,1,39.0,Fail,F,Poor
2,61,No,5,1,39.0,Fail,F,Poor
6,68,Yes,4,5,54.0,Pass,E,Average
3,48,Yes,7,0,28.0,Fail,F,Poor
6,44,No,7,6,30.0,Fail,F,Poor
9,79,Yes,8,7,81.0,Pass,B,Excellent
1,50,No,4,9,24.0,Fail,F,Poor
6,40,Yes,9,7,32.0,Fail,F,Poor
9,92,Yes,4,2,87.0,Pass,B,Excellent
4,81,No,4,6,66.0,Pass,D,Good
2,40,No,4,0,13.0,Fail,F,Poor
4,97,Yes,6,2,76.0,Pass,C,Good
1,93,No,8,5,68.0,Pass,D,Good
3,78,Yes,5,8,57.0,Pass,E,Average
9,99,Yes,5,4,98.0,Pass,A,Excellent
5,85,Yes,5,4,69.0,Pass,D,Good
6,44,Yes,6,8,34.0,Fail,F,Poor
3,88,No,8,8,68.0,Pass,D,Good
5,61,Yes,9,5,47.0,Fail,F,Average
8,65,Yes,8,4,60.0,Pass,D,Average
6,92,Yes,6,9,83.0,Pass,B,Excellent
4,45,No,9,1,25.0,Fail,F,Poor
2,71,Yes,4,7,50.0,Pass,E,Average
9,87,No,7,7,87.0,Pass,B,Excellent
1,50,No,4,6,22.0,Fail,F,Poor
1,49,No,5,7,22.0,Fail,F,Poor
4,86,No,4,2,62.0,Pass,D,Good
7,78,No,6,2,72.0,Pass,C,Good
1,94,No,5,1,66.0,Pass,D,Good
9,73,No,7,0,71.0,Pass,C,Good
4,70,Yes,9,2,53.0,Pass,E,Average
3,51,Yes,9,2,32.0,Fail,F,Poor
1,90,No,5,6,65.0,Pass,D,Good
4,83,No,4,9,65.0,Pass,D,Good
9,55,No,8,8,50.0,Pass,E,Average
6,77,Yes,8,0,66.0,Pass,D,Good
6,42,No,9,7,29.0,Fail,F,Poor
1,41,Yes,8,0,13.0,Fail,F,Poor
2,91,Yes,5,2,66.0,Pass,D,Good
6,44,No,8,3,32.0,Fail,F,Poor
2,50,Yes,6,7,26.0,Fail,F,Poor
3,97,No,9,0,75.0,Pass,C,Good
4,64,No,7,1,46.0,Fail,F,Average
5,74,No,8,4,62.0,Pass,D,Good
9,74,Yes,6,5,69.0,Pass,D,Good
4,61,No,6,4,43.0,Fail,F,Average
9,76,Yes,5,2,74.0,Pass,C,Good
3,61,No,9,9,43.0,Fail,F,Average
8,94,No,5,6,86.0,Pass,B,Excellent
1,50,No,7,0,24.0,Fail,F,Poor
9,71,No,7,1,67.0,Pass,D,Good
9,74,No,4,8,71.0,Pass,C,Good
2,70,Yes,7,3,48.0,Fail,F,Average
4,84,No,9,7,64.0,Pass,D,Good
8,92,No,9,8,88.0,Pass,B,Excellent
7,47,No,5,6,39.0,Fail,F,Poor
1,59,Yes,6,0,35.0,Fail,F,Poor
5,81,No,4,4,67.0,Pass,D,Good
7,73,No,7,5,65.0,Pass,D,Good
4,43,No,6,7,27.0,Fail,F,Poor
1,57,No,5,9,32.0,Fail,F,Poor
9,90,Yes,8,7,89.0,Pass,B,Excellent
5,43,No,4,8,30.0,Fail,F,Poor
2,59,Yes,9,8,37.0,Fail,F,Poor
8,97,Yes,6,3,91.0,Pass,A,Excellent
2,48,Yes,5,5,26.0,Fail,F,Poor
3,55,Yes,5,2,32.0,Fail,F,Poor
1,65,No,4,0,34.0,Fail,F,Poor
2,77,No,4,5,51.0,Pass,E,Average
7,64,Yes,7,0,56.0,Pass,E,Average
2,43,Yes,7,8,26.0,Fail,F,Poor
6,80,Yes,9,5,73.0,Pass,C,Good
3,98,No,9,0,80.0,Pass,B,Good
4,84,Yes,4,2,69.0,Pass,D,Good
8,80,Yes,4,0,73.0,Pass,C,Good
3,77,Yes,6,1,55.0,Pass,E,Average
6,92,Yes,7,5,82.0,Pass,B,Excellent
1,58,Yes,5,6,32.0,Fail,F,Poor
7,53,No,7,0,41.0,Fail,F,Average
8,60,Yes,7,9,55.0,Pass,E,Average
8,54,No,4,4,43.0,Fail,F,Average
3,42,No,4,5,20.0,Fail,F,Poor
1,76,No,7,3,50.0,Pass,E,Average
9,92,No,8,5,90.0,Pass,A,Excellent
6,89,No,8,4,82.0,Pass,B,Excellent
9,85,Yes,9,6,85.0,Pass,B,Excellent
7,55,No,7,3,49.0,Fail,F,Average
1,53,No,8,0,24.0,Fail,F,Poor
1,48,Yes,9,1,25.0,Fail,F,Poor
6,86,No,9,5,76.0,Pass,C,Good
5,46,Yes,7,9,33.0,Fail,F,Poor
9,53,Yes,9,1,48.0,Fail,F,Average
2,45,Yes,4,4,21.0,Fail,F,Poor
8,60,Yes,4,3,58.0,Pass,E,Average
5,54,Yes,4,6,40.0,Fail,F,Poor
2,91,No,5,3,67.0,Pass,D,Good
6,47,Yes,4,6,35.0,Fail,F,Poor
8,73,Yes,4,7,68.0,Pass,D,Good
4,79,No,7,6,66.0,Pass,D,Good
2,40,No,8,1,16.0,Fail,F,Poor
5,71,No,8,0,57.0,Pass,E,Average
2,97,No,4,4,73.0,Pass,C,Good
2,88,Yes,4,6,64.0,Pass,D,Good
6,90,No,4,0,77.0,Pass,C,Good
9,44,Yes,9,7,46.0,Fail,F,Average
4,69,No,7,2,50.0,Pass,E,Average
6,61,No,7,6,50.0,Pass,E,Average
7,59,No,7,2,51.0,Pass,E,Average
6,55,No,8,3,43.0,Fail,F,Average
8,46,No,5,7,40.0,Fail,F,Poor
4,46,Yes,8,1,30.0,Fail,F,Poor
1,89,Yes,7,5,63.0,Pass,D,Good
7,89,Yes,6,9,82.0,Pass,B,Excellent
3,41,No,5,8,20.0,Fail,F,Poor
6,86,Yes,4,9,73.0,Pass,C,Good
2,53,No,9,8,32.0,Fail,F,Poor
9,70,No,8,4,67.0,Pass,D,Good
1,89,Yes,9,2,69.0,Pass,D,Good
6,80,Yes,5,5,67.0,Pass,D,Good
6,53,No,6,8,44.0,Fail,F,Average
5,44,No,5,5,29.0,Fail,F,Poor
5,50,Yes,8,3,38.0,Fail,F,Poor
1,79,No,7,4,52.0,Pass,E,Average
5,44,Yes,4,6,25.0,Fail,F,Poor
2,68,Yes,7,9,46.0,Fail,F,Average
7,50,No,7,2,42.0,Fail,F,Average
3,44,No,8,8,24.0,Fail,F,Poor
4,88,No,7,0,70.0,Pass,C,Good
3,93,No,7,7,78.0,Pass,C,Good
3,71,Yes,8,4,51.0,Pass,E,Average
4,75,No,8,9,61.0,Pass,D,Good
5,54,Yes,6,8,38.0,Fail,F,Poor
1,58,Yes,7,1,34.0,Fail,F,Poor
4,61,No,5,0,42.0,Fail,F,Average
8,73,Yes,4,9,68.0,Pass,D,Good
7,95,No,9,6,87.0,Pass,B,Excellent
9,56,No,4,9,53.0,Pass,E,Average
5,51,Yes,8,8,39.0,Fail,F,Poor
4,64,Yes,9,4,45.0,Fail,F,Average
8,95,Yes,8,3,89.0,Pass,B,Excellent
9,56,No,6,3,53.0,Pass,E,Average
7,49,No,7,7,39.0,Fail,F,Poor
7,67,Yes,8,0,59.0,Pass,E,Average
5,96,No,8,0,81.0,Pass,B,Excellent
4,57,No,4,7,40.0,Fail,F,Poor
1,90,Yes,7,1,64.0,Pass,D,Good
7,57,No,6,9,53.0,Pass,E,Average
1,84,Yes,8,5,56.0,Pass,E,Average
1,71,Yes,8,1,44.0,Fail,F,Average
5,53,Yes,8,4,41.0,Fail,F,Average
9,95,No,4,2,91.0,Pass,A,Excellent
6,55,Yes,8,6,46.0,Fail,F,Average
3,89,Yes,8,8,65.0,Pass,D,Good
3,97,Yes,4,1,76.0,Pass,C,Good
7,57,Yes,8,6,50.0,Pass,E,Average
6,55,No,7,7,45.0,Fail,F,Average
6,46,No,4,7,33.0,Fail,F,Poor
5,51,Yes,7,6,37.0,Fail,F,Poor
7,73,No,9,3,63.0,Pass,D,Good
1,49,No,9,3,24.0,Fail,F,Poor
7,44,No,9,9,37.0,Fail,F,Poor
3,60,No,6,8,39.0,Fail,F,Poor
9,42,Yes,8,9,41.0,Fail,F,Average
6,58,Yes,6,8,46.0,Fail,F,Average
9,84,No,7,4,78.0,Pass,C,Good
5,83,No,4,6,69.0,Pass,D,Good
7,74,No,9,6,71.0,Pass,C,Good
4,45,Yes,4,8,28.0,Fail,F,Poor
7,53,No,6,6,45.0,Fail,F,Average
1,43,No,7,7,20.0,Fail,F,Poor
7,84,Yes,8,6,81.0,Pass,B,Excellent
8,90,Yes,7,3,85.0,Pass,B,Excellent
5,57,Yes,9,1,42.0,Fail,F,Average
2,68,Yes,7,2,46.0,Fail,F,Average
5,74,Yes,4,6,60.0,Pass,D,Average
6,91,Yes,5,8,82.0,Pass,B,Excellent
2,77,No,9,1,55.0,Pass,E,Average
6,55,No,8,6,44.0,Fail,F,Average
6,59,Yes,9,3,47.0,Fail,F,Average
1,63,No,9,6,41.0,Fail,F,Average
1,74,Yes,8,4,48.0,Fail,F,Average
3,83,No,9,6,62.0,Pass,D,Good
3,90,Yes,4,5,64.0,Pass,D,Good
4,58,Yes,7,1,40.0,Fail,F,Poor
2,95,No,4,6,70.0,Pass,C,Good
9,43,No,7,4,39.0,Fail,F,Poor
7,72,Yes,5,8,63.0,Pass,D,Good
7,41,Yes,9,0,32.0,Fail,F,Poor
6,52,Yes,5,0,37.0,Fail,F,Poor
3,97,Yes,6,1,75.0,Pass,C,Good
6,84,Yes,7,7,72.0,Pass,C,Good
8,69,Yes,4,8,63.0,Pass,D,Good
8,73,No,4,6,64.0,Pass,D,Good
9,69,No,9,0,69.0,Pass,D,Good
1,90,No,4,6,63.0,Pass,D,Good
1,93,No,6,7,65.0,Pass,D,Good
3,63,No,8,6,44.0,Fail,F,Average
3,87,Yes,4,4,65.0,Pass,D,Good
8,83,Yes,9,6,81.0,Pass,B,Excellent
1,72,No,5,9,45.0,Fail,F,Average
2,80,Yes,4,1,59.0,Pass,E,Average
2,88,No,4,8,67.0,Pass,D,Good
3,49,No,4,1,34.0,Fail,F,Poor
6,57,Yes,9,1,46.0,Fail,F,Average
1,58,Yes,8,4,35.0,Fail,F,Poor
2,46,No,4,7,22.0,Fail,F,Poor
1,96,No,8,5,72.0,Pass,C,Good
5,58,No,8,8,47.0,Fail,F,Average
7,63,No,6,5,55.0,Pass,E,Average
8,54,Yes,5,4,47.0,Fail,F,Average
1,80,No,4,0,55.0,Pass,E,Average
7,81,Yes,4,7,74.0,Pass,C,Good
5,62,No,4,2,49.0,Fail,F,Average
1,91,No,8,1,68.0,Pass,D,Good
3,91,Yes,7,6,72.0,Pass,C,Good
7,43,Yes,5,1,32.0,Fail,F,Poor
1,77,Yes,9,0,51.0,Pass,E,Average
7,43,Yes,4,1,34.0,Fail,F,Poor
5,44,Yes,7,5,33.0,Fail,F,Poor
1,80,No,7,1,56.0,Pass,E,Average
1,83,No,7,0,54.0,Pass,E,Average
1,62,No,5,0,33.0,Fail,F,Poor
9,79,Yes,7,3,78.0,Pass,C,Good
3,92,Yes,9,7,77.0,Pass,C,Good
5,76,Yes,4,5,62.0,Pass,D,Good
9,50,No,9,3,51.0,Pass,E,Average
6,94,Yes,4,5,78.0,Pass,C,Good
9,50,No,6,5,46.0,Fail,F,Average
8,52,No,8,8,50.0,Pass,E,Average
8,53,No,7,3,47.0,Fail,F,Average
1,99,Yes,9,5,74.0,Pass,C,Good
9,47,No,8,9,47.0,Fail,F,Average
6,64,No,8,0,52.0,Pass,E,Average
9,57,No,8,6,54.0,Pass,E,Average
3,90,Yes,8,6,69.0,Pass,D,Good
3,83,No,8,0,64.0,Pass,D,Good
6,83,Yes,4,7,69.0,Pass,D,Good
9,57,Yes,5,4,58.0,Pass,E,Average
7,49,No,7,8,37.0,Fail,F,Poor
3,46,No,7,7,26.0,Fail,F,Poor
3,99,Yes,4,2,80.0,Pass,B,Good
2,89,No,9,0,64.0,Pass,D,Good
9,83,Yes,4,2,78.0,Pass,C,Good
3,53,Yes,8,1,35.0,Fail,F,Poor
5,54,Yes,5,1,36.0,Fail,F,Poor
9,55,No,7,3,55.0,Pass,E,Average
8,41,Yes,9,1,36.0,Fail,F,Poor
2,69,Yes,6,7,46.0,Fail,F,Average
3,69,No,4,4,51.0,Pass,E,Average
2,57,No,6,0,30.0,Fail,F,Poor
8,70,Yes,7,5,68.0,Pass,D,Good
6,83,Yes,4,6,69.0,Pass,D,Good
6,87,Yes,7,0,78.0,Pass,C,Good
9,52,No,4,2,51.0,Pass,E,Average
8,59,Yes,9,8,55.0,Pass,E,Average
4,88,Yes,7,6,72.0,Pass,C,Good
4,89,No,6,3,71.0,Pass,C,Good
9,74,No,5,5,69.0,Pass,D,Good
1,62,Yes,9,5,38.0,Fail,F,Poor
2,81,No,9,2,61.0,Pass,D,Good
2,72,Yes,4,1,49.0,Fail,F,Average
6,77,Yes,6,4,67.0,Pass,D,Good
4,74,No,7,7,56.0,Pass,E,Average
3,90,Yes,6,2,68.0,Pass,D,Good
3,75,Yes,9,4,60.0,Pass,D,Average
3,59,No,4,2,34.0,Fail,F,Poor
6,94,Yes,6,6,83.0,Pass,B,Excellent
8,42,No,7,5,37.0,Fail,F,Poor
7,47,Yes,8,5,42.0,Fail,F,Average
4,79,No,9,0,62.0,Pass,D,Good
4,98,No,5,1,80.0,Pass,B,Good
2,71,No,5,5,46.0,Fail,F,Average
1,68,No,9,7,47.0,Fail,F,Average
9,46,No,8,4,46.0,Fail,F,Average
2,41,No,4,1,13.0,Fail,F,Poor
8,60,Yes,6,4,55.0,Pass,E,Average
9,45,Yes,6,8,42.0,Fail,F,Average
4,67,No,8,5,51.0,Pass,E,Average
8,87,Yes,8,4,81.0,Pass,B,Excellent
9,81,No,7,9,75.0,Pass,C,Good
5,75,No,7,5,59.0,Pass,E,Average
7,71,Yes,5,8,62.0,Pass,D,Good
4,84,No,4,6,65.0,Pass,D,Good
1,81,Yes,4,9,51.0,Pass,E,Average
3,92,No,8,2,73.0,Pass,C,Good
5,85,No,5,9,68.0,Pass,D,Good
3,48,Yes,5,9,28.0,Fail,F,Poor
7,50,No,7,4,39.0,Fail,F,Poor
9,62,No,6,3,55.0,Pass,E,Average
6,89,No,4,4,76.0,Pass,C,Good
1,50,Yes,5,7,24.0,Fail,F,Poor
7,88,Yes,7,5,81.0,Pass,B,Excellent
5,42,Yes,7,4,29.0,Fail,F,Poor
4,50,Yes,6,6,37.0,Fail,F,Poor
5,89,No,5,7,74.0,Pass,C,Good
5,98,Yes,8,4,84.0,Pass,B,Excellent
6,74,Yes,8,1,64.0,Pass,D,Good
6,97,No,7,5,90.0,Pass,A,Excellent
8,54,No,7,8,46.0,Fail,F,Average
8,82,Yes,6,2,79.0,Pass,C,Good
9,50,No,7,6,48.0,Fail,F,Average
8,70,No,9,7,65.0,Pass,D,Good
2,67,No,5,5,46.0,Fail,F,Average
1,67,Yes,7,2,39.0,Fail,F,Poor
2,71,No,7,0,49.0,Fail,F,Average
2,64,No,5,2,39.0,Fail,F,Poor
3,59,Yes,4,5,40.0,Fail,F,Poor
7,67,No,9,3,60.0,Pass,D,Average
2,64,No,9,0,43.0,Fail,F,Average
1,50,Yes,8,5,25.0,Fail,F,Poor
6,58,Yes,7,0,45.0,Fail,F,Average
9,67,Yes,5,7,64.0,Pass,D,Good
3,40,No,8,2,20.0,Fail,F,Poor
6,98,Yes,6,2,87.0,Pass,B,Excellent
3,44,Yes,4,0,23.0,Fail,F,Poor
1,49,No,7,2,23.0,Fail,F,Poor
5,81,No,4,6,67.0,Pass,D,Good
4,85,No,7,9,74.0,Pass,C,Good
7,73,No,7,7,64.0,Pass,D,Good
6,75,No,7,7,66.0,Pass,D,Good
7,41,Yes,4,2,29.0,Fail,F,Poor
5,57,Yes,9,4,42.0,Fail,F,Average
4,52,Yes,6,0,37.0,Fail,F,Poor
7,90,No,9,8,82.0,Pass,B,Excellent
7,44,Yes,5,7,35.0,Fail,F,Poor
6,59,No,5,9,46.0,Fail,F,Average
8,41,No,9,1,40.0,Fail,F,Poor
4,50,Yes,6,9,34.0,Fail,F,Poor
5,69,Yes,6,0,52.0,Pass,E,Average
4,71,No,7,3,52.0,Pass,E,Average
1,71,No,7,8,50.0,Pass,E,Average
8,97,Yes,5,7,91.0,Pass,A,Excellent
1,89,Yes,7,2,64.0,Pass,D,Good
5,77,No,7,9,67.0,Pass,D,Good
6,94,No,6,5,85.0,Pass,B,Excellent
6,67,No,4,8,53.0,Pass,E,Average
5,49,No,9,9,35.0,Fail,F,Poor
3,61,Yes,8,7,41.0,Fail,F,Average
5,94,Yes,8,9,81.0,Pass,B,Excellent
8,56,No,7,4,52.0,Pass,E,Average
2,61,No,7,8,39.0,Fail,F,Poor
6,82,Yes,9,8,72.0,Pass,C,Good
9,58,No,8,2,55.0,Pass,E,Average
8,56,No,6,7,49.0,Fail,F,Average
8,63,No,8,3,60.0,Pass,D,Average
8,75,No,8,9,69.0,Pass,D,Good
7,71,No,8,6,63.0,Pass,D,Good
8,97,No,7,9,94.0,Pass,A,Excellent
6,95,Yes,7,7,86.0,Pass,B,Excellent
2,97,No,9,6,75.0,Pass,C,Good
2,85,Yes,8,4,66.0,Pass,D,Good
8,98,Yes,7,0,97.0,Pass,A,Excellent
1,91,Yes,9,7,71.0,Pass,C,Good
6,75,No,8,4,59.0,Pass,E,Average
6,67,No,6,2,54.0,Pass,E,Average
4,53,No,7,1,34.0,Fail,F,Poor
3,97,Yes,4,2,77.0,Pass,C,Good
3,75,Yes,9,8,60.0,Pass,D,Average
1,45,No,7,1,16.0,Fail,F,Poor
3,48,No,6,9,30.0,Fail,F,Poor
4,60,Yes,6,0,42.0,Fail,F,Average
5,51,Yes,7,1,36.0,Fail,F,Poor
3,97,Yes,5,1,77.0,Pass,C,Good
6,69,No,9,4,58.0,Pass,E,Average
5,70,Yes,8,0,58.0,Pass,E,Average
3,79,Yes,8,9,60.0,Pass,D,Average
6,95,Yes,6,7,87.0,Pass,B,Excellent
6,43,No,7,1,30.0,Fail,F,Poor
8,70,No,5,5,59.0,Pass,E,Average
2,66,No,9,4,42.0,Fail,F,Average
1,97,Yes,4,1,70.0,Pass,C,Good
4,96,Yes,8,9,82.0,Pass,B,Excellent
7,64,Yes,9,0,56.0,Pass,E,Average
3,44,Yes,9,5,24.0,Fail,F,Poor
3,45,No,5,5,27.0,Fail,F,Poor
5,44,Yes,9,2,33.0,Fail,F,Poor
5,90,Yes,8,7,75.0,Pass,C,Good
3,66,No,7,8,45.0,Fail,F,Average
9,47,Yes,8,2,45.0,Fail,F,Average
4,48,Yes,4,8,30.0,Fail,F,Poor
3,54,Yes,7,7,29.0,Fail,F,Poor
2,75,No,6,4,50.0,Pass,E,Average
9,96,Yes,5,5,95.0,Pass,A,Excellent
4,80,No,8,0,63.0,Pass,D,Good
3,46,Yes,7,4,24.0,Fail,F,Poor
7,71,No,9,9,63.0,Pass,D,Good
8,47,No,7,9,41.0,Fail,F,Average
2,86,No,8,6,69.0,Pass,D,Good
7,90,Yes,6,0,81.0,Pass,B,Excellent
5,54,Yes,8,9,40.0,Fail,F,Poor
5,76,No,6,8,66.0,Pass,D,Good
3,58,No,9,6,40.0,Fail,F,Poor
5,78,Yes,8,3,63.0,Pass,D,Good
2,45,No,7,3,21.0,Fail,F,Poor
4,98,Yes,4,9,81.0,Pass,B,Excellent
6,58,Yes,4,6,47.0,Fail,F,Average
1,96,No,9,5,69.0,Pass,D,Good
4,67,No,7,2,47.0,Fail,F,Average
6,56,Yes,4,8,44.0,Fail,F,Average
9,81,Yes,9,5,78.0,Pass,C,Good
2,58,Yes,6,1,36.0,Fail,F,Poor
7,70,No,7,9,60.0,Pass,D,Average
6,50,Yes,6,1,43.0,Fail,F,Average
2,54,No,7,0,30.0,Fail,F,Poor
8,49,No,6,4,43.0,Fail,F,Average
7,82,Yes,6,9,75.0,Pass,C,Good
5,62,No,4,5,46.0,Fail,F,Average
5,42,No,7,2,29.0,Fail,F,Poor
7,42,No,8,3,33.0,Fail,F,Poor
9,57,No,4,4,51.0,Pass,E,Average
9,64,Yes,6,3,58.0,Pass,E,Average
9,82,Yes,6,8,81.0,Pass,B,Excellent
6,59,No,8,2,49.0,Fail,F,Average
6,97,No,8,4,84.0,Pass,B,Excellent
3,68,No,6,6,47.0,Fail,F,Average
1,61,No,8,6,38.0,Fail,F,Poor
7,89,No,5,5,78.0,Pass,C,Good
4,96,Yes,4,8,77.0,Pass,C,Good
1,54,Yes,7,6,29.0,Fail,F,Poor
